问 句	标 准 答 案	学 生 答 案	得分
简 述 本 地 连 接 的 定 义 。	本 地 连 接 的 定 义 如 下 ： 描 述 了 直 接 连 接 到 一 台 计 算 机 的 设 备 而 不 是 只 在 网 络 上 可 以 使 用 的 设 备 ， 可 能 称 为 网 络 连 接 的 或 者 服 务 器 连 接 的 ， 取 决 于 它 是 有 内 置 的 网 络 接 口 还 是 必 须 直 接 连 接 到 服 务 器 。	描 述 了 只 在 网 络 上 可 以 使 用 的 设 备 而 不 是 直 接 连 接 到 一 台 计 算 机 的 设 备 ， 可 能 称 为 服 务 器 连 接 的 或 者 网 络 连 接 的 ， 取 决 于 它 是 必 须 直 接 连 接 到 服 务 器 还 是 有 内 置 的 网 络 接 口 。	6.0
简 述 邮 件 服 务 器 的 定 义 。	邮 件 服 务 器 的 定 义 如 下 ： 网 络 用 户 管 理 电 子 邮 件 消 息 流 的 联 网 服 务 器 。	定 义 如 下 ： 网 络 用 户 管 理 电 子 邮 件 消 息 流 的 联 网 服 务 器 。	10.0
简 述 邮 件 服 务 器 的 定 义 。	邮 件 服 务 器 的 定 义 如 下 ： 网 络 用 户 管 理 电 子 邮 件 消 息 流 的 联 网 服 务 器 。	一 个 联 网 服 务 器 ， 其 作 用 是 网 络 用 户 管 理 电 子 邮 件 消 息 流 。	10.0
简 述 介 质 的 定 义 。	介 质 的 定 义 如 下 ： 信 息 从 一 台 计 算 机 传 递 到 另 一 台 计 算 机 所 通 过 的 材 料 ， 通 常 是 铜 线 、 光 纤 、 无 线 电 波 。	定 义 如 下 ： 信 息 从 一 台 计 算 机 传 递 到 另 一 台 计 算 机 所 通 过 的 材 料 ， 通 常 是 铜 线 、 光 纤 、 无 线 电 波 。	10.0
简 述 介 质 的 定 义 。	介 质 的 定 义 如 下 ： 信 息 从 一 台 计 算 机 传 递 到 另 一 台 计 算 机 所 通 过 的 材 料 ， 通 常 是 铜 线 、 光 纤 、 无 线 电 波 。	信 息 从 一 台 计 算 机 传 输 到 另 一 台 计 算 机 所 使 用 的 材 料 ， 通 常 是 电 缆 、 激 光 、 无 线 卫 星 。	2.5
简 述 域 域 网 的 定 义 。	域 域 网 的 定 义 如 下 ： 使 用 W A N 技 术 在 特 定 的 地 理 区 域 内 互 联 L A N 。 由 通 信 公 司 操 作 M A N ， 各 个 公 司 必 须 签 约 承 诺 服 务 ， 并 且 建 立 使 用 M A N 的 连 接 。	定 义 如 下 ： 使 用 W A N 技 术 在 特 定 的 地 理 区 域 内 互 联 L A N 。 由 通 信 公 司 操 作 M A N ， 各 个 公 司 必 须 签 约 承 诺 服 务 ， 并 且 建 立 使 用 M A N 的 连 接 。	10.0
简 述 域 域 网 的 定 义 。	域 域 网 的 定 义 如 下 ： 使 用 W A N 技 术 在 特 定 的 地 理 区 域 内 互 联 L A N 。 由 通 信 公 司 操 作 M A N ， 各 个 公 司 必 须 签 约 承 诺 服 务 ， 并 且 建 立 使 用 M A N 的 连 接 。	在 特 定 地 理 范 围 内 使 用 W A N 技 术 互 联 L A N 。 由 市 政 府 操 作 M A N ， 各 个 市 政 府 必 须 签 约 保 密 服 务 ， 并 且 建 立 使 用 M A N 的 协 议 。	2.5
简 述 N e t B E U I 的 定 义 。	N e t B E U I 的 定 义 如 下 ： N e t B I O S 扩 展 用 户 接 口 的 缩 写 ， 是 I B M 在 2 0 世 纪 7 0 年 代 开 发 的 一 组 协 议 ， 并 且 长 期 以 来 作 为 I B M 网 络 的 主 要 协 议 ， 目 前 N e t B E U I 只 是 W i n d o w s   9 x 支 持 的 许 多 协 议 之 一 。	定 义 如 下 ： N e t B I O S 扩 展 用 户 接 口 的 缩 写 ， 是 I B M 在 2 0 世 纪 7 0 年 代 开 发 的 一 组 协 议 ， 并 且 长 期 以 来 作 为 I B M 网 络 的 主 要 协 议 ， 目 前 N e t B E U I 只 是 W i n d o w s   9 x 支 持 的 许 多 协 议 之 一 。	10.0
简 述 N e t B E U I 的 定 义 。	N e t B E U I 的 定 义 如 下 ： N e t B I O S 扩 展 用 户 接 口 的 缩 写 ， 是 I B M 在 2 0 世 纪 7 0 年 代 开 发 的 一 组 协 议 ， 并 且 长 期 以 来 作 为 I B M 网 络 的 主 要 协 议 ， 目 前 N e t B E U I 只 是 W i n d o w s   9 x 支 持 的 许 多 协 议 之 一 。	N e t B I O S 扩 展 用 户 接 口 的 缩 写 ， 是 M i c r o s o f t 在 2 0 世 纪 7 0 年 代 开 发 的 一 组 协 议 ， 并 且 长 期 以 来 作 为 M i c r o s o f t 网 络 的 主 要 协 议 ， 目 前 N e t B E U I 只 是 W i n d o w s   2 0 0 0 支 持 的 许 多 协 议 之 一 。	2.5
简 述 网 络 管 理 员 的 定 义 。	网 络 管 理 员 的 定 义 如 下 ： 负 责 安 装 、 配 置 、 维 护 网 络 的 个 人 。	定 义 如 下 ： 负 责 安 装 、 配 置 、 维 护 网 络 的 个 人 。	10.0
简 述 网 络 管 理 员 的 定 义 。	网 络 管 理 员 的 定 义 如 下 ： 负 责 安 装 、 配 置 、 维 护 网 络 的 个 人 。	负 责 初 始 化 、 管 理 、 修 复 网 络 的 个 人 。	0.0
简 述 网 络 接 口 卡 的 定 义 。	网 络 接 口 卡 的 定 义 如 下 ： 用 于 允 许 计 算 机 连 接 到 某 类 网 络 介 质 的 P C 适 配 器 板 。 网 络 接 口 卡 的 原 理 是 将 数 字 信 息 转 换 为 用 于 输 出 网 络 通 信 的 电 信 号 ， 并 且 将 输 入 信 号 转 换 为 数 字 形 式 ， 以 便 传 递 给 安 装 它 的 计 算 机 。	定 义 如 下 ： 用 于 允 许 计 算 机 连 接 到 某 类 网 络 介 质 的 P C 适 配 器 板 。 网 络 接 口 卡 的 原 理 是 将 数 字 信 息 转 换 为 用 于 输 出 网 络 通 信 的 电 信 号 ， 并 且 将 输 入 信 号 转 换 为 数 字 形 式 ， 以 便 传 递 给 安 装 它 的 计 算 机 。	10.0
简 述 网 络 接 口 卡 的 定 义 。	网 络 接 口 卡 的 定 义 如 下 ： 用 于 允 许 计 算 机 连 接 到 某 类 网 络 介 质 的 P C 适 配 器 板 。 网 络 接 口 卡 的 原 理 是 将 数 字 信 息 转 换 为 用 于 输 出 网 络 通 信 的 电 信 号 ， 并 且 将 输 入 信 号 转 换 为 数 字 形 式 ， 以 便 传 递 给 安 装 它 的 计 算 机 。	用 于 允 许 计 算 机 连 接 到 某 类 网 络 介 质 的 P C 适 配 器 板 。 网 络 接 口 卡 的 原 理 是 将 数 字 信 息 转 换 为 用 于 输 出 网 络 通 信 的 模 拟 信 号 ， 并 且 将 输 入 信 号 转 换 为 二 进 制 形 式 ， 以 便 传 输 给 安 装 它 的 计 算 机 。	5.0
简 述 网 络 介 质 的 定 义 。	网 络 介 质 的 定 义 如 下 ： 指 连 接 网 络 计 算 机 的 线 缆 ， 可 以 进 行 无 线 联 网 ， 可 以 描 述 无 线 通 信 类 型 ， 用 于 允 许 计 算 机 通 过 某 个 无 线 传 输 频 率 交 换 数 据 。	定 义 如 下 ： 指 连 接 网 络 计 算 机 的 线 缆 ， 可 以 进 行 无 线 联 网 ， 可 以 描 述 无 线 通 信 类 型 ， 用 于 允 许 计 算 机 通 过 某 个 无 线 传 输 频 率 交 换 数 据 。	10.0
简 述 网 络 介 质 的 定 义 。	网 络 介 质 的 定 义 如 下 ： 指 连 接 网 络 计 算 机 的 线 缆 ， 可 以 进 行 无 线 联 网 ， 可 以 描 述 无 线 通 信 类 型 ， 用 于 允 许 计 算 机 通 过 某 个 无 线 传 输 频 率 交 换 数 据 。	指 连 接 网 络 计 算 机 的 材 料 ， 可 以 进 行 光 纤 联 网 ， 可 以 描 述 光 纤 通 信 类 型 ， 用 于 允 许 计 算 机 通 过 某 个 光 纤 传 输 频 率 交 换 信 息 。	0.0
简 述 网 络 操 作 系 统 的 定 义 。	网 络 操 作 系 统 的 定 义 如 下 ： 一 个 专 用 软 件 集 ， 允 许 计 算 机 在 网 络 上 通 信 并 且 充 分 利 用 大 量 的 联 网 服 务 ， W i n d o w s   S e r v e r   2 0 0 0 、 N o v e l l   N e t W a r e 、 L i n u x 都 是 网 络 操 作 系 统 。	定 义 如 下 ： 一 个 专 用 软 件 集 ， 允 许 计 算 机 在 网 络 上 通 信 并 且 充 分 利 用 大 量 的 联 网 服 务 ， W i n d o w s   S e r v e r   2 0 0 0 、 N o v e l l   N e t W a r e 、 L i n u x 都 是 网 络 操 作 系 统 。	10.0
简 述 网 络 操 作 系 统 的 定 义 。	网 络 操 作 系 统 的 定 义 如 下 ： 一 个 专 用 软 件 集 ， 允 许 计 算 机 在 网 络 上 通 信 并 且 充 分 利 用 大 量 的 联 网 服 务 ， W i n d o w s   S e r v e r   2 0 0 0 、 N o v e l l   N e t W a r e 、 L i n u x 都 是 网 络 操 作 系 统 。	一 个 特 定 应 用 集 ， 允 许 计 算 机 在 网 络 上 通 信 并 且 充 分 利 用 大 量 的 网 络 资 源 ， 包 括 W i n d o w s   S e r v e r   2 0 0 3 、 N o v e l l   N e t W a r e 、 U N I X 。	2.0
简 述 网 络 协 议 的 定 义 。	网 络 协 议 的 定 义 如 下 ： 用 于 在 网 络 上 通 信 的 一 组 规 则 。 为 了 成 功 地 在 网 络 上 通 信 ， 两 台 计 算 机 必 须 共 享 一 个 公 共 协 议 。	定 义 如 下 ： 用 于 在 网 络 上 通 信 的 一 组 规 则 。 为 了 成 功 地 在 网 络 上 通 信 ， 两 台 计 算 机 必 须 共 享 一 个 公 共 协 议 。	10.0
简 述 网 络 协 议 的 定 义 。	网 络 协 议 的 定 义 如 下 ： 用 于 在 网 络 上 通 信 的 一 组 规 则 。 为 了 成 功 地 在 网 络 上 通 信 ， 两 台 计 算 机 必 须 共 享 一 个 公 共 协 议 。	用 于 网 络 通 信 的 一 组 规 则 。 为 使 两 台 计 算 机 在 网 络 上 成 功 地 通 信 ， 必 须 共 享 一 个 公 共 协 议 。	10.0
简 述 网 络 资 源 的 定 义 。	网 络 资 源 的 定 义 如 下 ： 网 络 上 可 使 用 的 任 何 一 种 信 息 ， 可 以 是 文 件 、 应 用 程 序 、 服 务 、 外 围 设 备 。	定 义 如 下 ： 网 络 上 可 使 用 的 任 何 一 种 信 息 ， 可 以 是 文 件 、 应 用 程 序 、 服 务 、 外 围 设 备 。	10.0
简 述 网 络 资 源 的 定 义 。	网 络 资 源 的 定 义 如 下 ： 网 络 上 可 使 用 的 任 何 一 种 信 息 ， 可 以 是 文 件 、 应 用 程 序 、 服 务 、 外 围 设 备 。	可 使 用 的 任 何 一 种 网 络 信 息 ， 包 括 数 据 、 软 件 、 请 求 、 服 务 器 。	2.0
简 述 N o v e l l 目 录 服 务 的 定 义 。	N o v e l l 目 录 服 务 的 定 义 如 下 ： 用 户 、 组 、 资 源 信 息 的 集 中 数 据 库 ， 允 许 多 台 N e t W a r e 服 务 器 处 理 网 络 登 录 ， 为 整 个 网 络 管 理 资 源 信 息 。	定 义 如 下 ： 用 户 、 组 、 资 源 信 息 的 集 中 数 据 库 ， 允 许 多 台 N e t W a r e 服 务 器 处 理 网 络 登 录 ， 为 整 个 网 络 管 理 资 源 信 息 。	10.0
简 述 N o v e l l 目 录 服 务 的 定 义 。	N o v e l l 目 录 服 务 的 定 义 如 下 ： 用 户 、 组 、 资 源 信 息 的 集 中 数 据 库 ， 允 许 多 台 N e t W a r e 服 务 器 处 理 网 络 登 录 ， 为 整 个 网 络 管 理 资 源 信 息 。	账 户 、 计 算 机 、 组 织 单 位 的 集 中 数 据 库 ， 允 许 若 干 N e t W a r e 服 务 器 处 理 资 源 访 问 请 求 ， 为 整 个 网 络 管 理 服 务 信 息 。	0.0
简 述 N W L i n k 的 定 义 。	N W L i n k 的 定 义 如 下 ： N e t W a r e   L i n k 的 缩 写 ， 是 一 组 由 M i c r o s o f t 开 发 的 协 议 ， 类 似 N o v e l l 的 I P X / S P X 。	定 义 如 下 ： N e t W a r e   L i n k 的 缩 写 ， 是 一 组 由 M i c r o s o f t 开 发 的 协 议 ， 类 似 N o v e l l 的 I P X / S P X 。	10.0
简 述 N W L i n k 的 定 义 。	N W L i n k 的 定 义 如 下 ： N e t W a r e   L i n k 的 缩 写 ， 是 一 组 由 M i c r o s o f t 开 发 的 协 议 ， 类 似 N o v e l l 的 I P X / S P X 。	N e t W a r e   L i n k 的 缩 写 ， 是 由 M i c r o s o f t 开 发 的 一 组 协 议 ， 非 常 像 I B M 的 N e t B E U I 。	6.0
简 述 口 令 的 定 义 。	口 令 的 定 义 如 下 ： 要 加 以 保 密 的 一 串 字 母 、 数 字 、 其 他 字 符 ， 用 于 标 识 一 个 特 定 用 户 ， 以 及 控 制 对 保 护 资 源 的 访 问 。	定 义 如 下 ： 要 加 以 保 密 的 一 串 字 母 、 数 字 、 其 他 字 符 ， 用 于 标 识 一 个 特 定 用 户 ， 以 及 控 制 对 保 护 资 源 的 访 问 。	10.0
简 述 口 令 的 定 义 。	口 令 的 定 义 如 下 ： 要 加 以 保 密 的 一 串 字 母 、 数 字 、 其 他 字 符 ， 用 于 标 识 一 个 特 定 用 户 ， 以 及 控 制 对 保 护 资 源 的 访 问 。	要 加 以 保 密 的 一 串 数 字 、 下 划 线 、 美 元 符 号 ， 用 于 控 制 对 保 护 资 源 的 访 问 ， 以 及 标 识 一 个 特 定 用 户 。	6.0
简 述 对 等 机 的 定 义 。	对 等 机 的 定 义 如 下 ： 一 类 联 网 ， 其 中 的 每 台 计 算 机 都 可 以 是 其 他 计 算 机 的 客 户 机 ， 并 且 还 可 以 充 当 服 务 器 。	定 义 如 下 ： 一 类 联 网 ， 其 中 的 每 台 计 算 机 都 可 以 是 其 他 计 算 机 的 客 户 机 ， 并 且 还 可 以 充 当 服 务 器 。	10.0
简 述 对 等 机 的 定 义 。	对 等 机 的 定 义 如 下 ： 一 类 联 网 ， 其 中 的 每 台 计 算 机 都 可 以 是 其 他 计 算 机 的 客 户 机 ， 并 且 还 可 以 充 当 服 务 器 。	网 络 上 的 一 台 计 算 机 ， 其 中 的 一 些 计 算 机 请 求 服 务 ， 并 且 其 他 计 算 机 对 这 类 服 务 请 求 做 出 响 应 。	0.0
简 述 外 围 设 备 的 定 义 。	外 围 设 备 的 定 义 如 下 ： 计 算 机 上 不 是 C P U 的 任 何 一 个 硬 件 组 件 ， 指 用 户 可 以 在 网 络 上 共 享 的 某 类 设 备 ， 包 括 打 印 机 、 扫 描 仪 。	定 义 如 下 ： 计 算 机 上 不 是 C P U 的 任 何 一 个 硬 件 组 件 ， 指 用 户 可 以 在 网 络 上 共 享 的 某 类 设 备 ， 包 括 打 印 机 、 扫 描 仪 。	10.0
简 述 外 围 设 备 的 定 义 。	外 围 设 备 的 定 义 如 下 ： 计 算 机 上 不 是 C P U 的 任 何 一 个 硬 件 组 件 ， 指 用 户 可 以 在 网 络 上 共 享 的 某 类 设 备 ， 包 括 打 印 机 、 扫 描 仪 。	计 算 机 上 C P U 之 外 的 任 何 一 个 硬 件 组 件 ， 即 在 网 络 上 用 户 可 共 享 的 某 类 设 备 ， 包 括 电 源 、 硬 盘 驱 动 器 。	5.0
简 述 个 人 数 字 助 手 的 定 义 。	个 人 数 字 助 手 的 定 义 如 下 ： 用 于 执 行 个 人 备 忘 任 务 的 一 台 便 携 式 计 算 机 。	定 义 如 下 ： 用 于 执 行 个 人 备 忘 任 务 的 一 台 便 携 式 计 算 机 。	10.0
简 述 个 人 数 字 助 手 的 定 义 。	个 人 数 字 助 手 的 定 义 如 下 ： 用 于 执 行 个 人 备 忘 任 务 的 一 台 便 携 式 计 算 机 。	一 台 便 携 式 计 算 机 ， 其 作 用 是 执 行 个 人 备 忘 任 务 。	10.0
简 述 随 机 存 取 器 的 定 义 。	随 机 存 取 器 的 定 义 如 下 ： P C 机 上 的 存 储 卡 ， 为 C P U 提 供 运 行 应 用 程 序 的 工 作 空 间 。 就 服 务 器 上 的 R A M 而 言 ， 通 常 越 多 越 好 。	定 义 如 下 ： P C 机 上 的 存 储 卡 ， 为 C P U 提 供 运 行 应 用 程 序 的 工 作 空 间 。 就 服 务 器 上 的 R A M 而 言 ， 通 常 越 多 越 好 。	10.0
简 述 随 机 存 取 器 的 定 义 。	随 机 存 取 器 的 定 义 如 下 ： P C 机 上 的 存 储 卡 ， 为 C P U 提 供 运 行 应 用 程 序 的 工 作 空 间 。 就 服 务 器 上 的 R A M 而 言 ， 通 常 越 多 越 好 。	P C 机 上 的 芯 片 ， 为 C P U 分 配 提 供 网 络 服 务 的 工 作 空 间 。 就 客 户 机 上 的 R A M 而 言 ， 通 常 越 少 越 好 。	0.0
简 述 路 由 和 远 程 访 问 服 务 器 的 定 义 。	路 由 和 远 程 访 问 服 务 器 的 定 义 如 下 ： W i n d o w s   2 0 0 0   S e r v e r 中 绑 定 的 一 个 软 件 组 件 ， 包 括 分 组 过 滤 、 按 需 拨 号 路 由 选 择 、 最 短 路 径 优 先 、 多 协 议 路 由 选 择 。	定 义 如 下 ： W i n d o w s   2 0 0 0   S e r v e r 中 绑 定 的 一 个 软 件 组 件 ， 包 括 分 组 过 滤 、 按 需 拨 号 路 由 选 择 、 最 短 路 径 优 先 、 多 协 议 路 由 选 择 。	10.0
简 述 路 由 和 远 程 访 问 服 务 器 的 定 义 。	路 由 和 远 程 访 问 服 务 器 的 定 义 如 下 ： W i n d o w s   2 0 0 0   S e r v e r 中 绑 定 的 一 个 软 件 组 件 ， 包 括 分 组 过 滤 、 按 需 拨 号 路 由 选 择 、 最 短 路 径 优 先 、 多 协 议 路 由 选 择 。	W i n d o w s   2 0 0 3   S e r v e r 中 绑 定 的 一 个 软 件 组 件 ， 包 括 按 需 拨 号 路 由 选 择 、 最 长 路 径 优 先 、 存 储 转 发 、 R A S 。	2.0
简 述 请 求 - 响 应 的 定 义 。	请 求 - 响 应 的 定 义 如 下 ： 描 述 了 客 户 机 / 服 务 器 模 型 的 工 作 原 理 ， 来 自 客 户 的 请 求 导 致 服 务 器 的 某 类 响 应 。 通 常 响 应 是 请 求 的 服 务 ， 但 是 有 时 它 是 一 条 错 误 消 息 。	定 义 如 下 ： 描 述 了 客 户 机 / 服 务 器 模 型 的 工 作 原 理 ， 来 自 客 户 的 请 求 导 致 服 务 器 的 某 类 响 应 。 通 常 响 应 是 请 求 的 服 务 ， 但 是 有 时 它 是 一 条 错 误 消 息 。	10.0
简 述 请 求 - 响 应 的 定 义 。	请 求 - 响 应 的 定 义 如 下 ： 描 述 了 客 户 机 / 服 务 器 模 型 的 工 作 原 理 ， 来 自 客 户 的 请 求 导 致 服 务 器 的 某 类 响 应 。 通 常 响 应 是 请 求 的 服 务 ， 但 是 有 时 它 是 一 条 错 误 消 息 。	体 现 了 客 户 机 / 服 务 器 模 型 的 工 作 原 理 ， 服 务 器 响 应 客 户 的 请 求 。 通 常 响 应 是 请 求 的 数 据 ， 但 是 有 时 它 是 基 于 安 全 性 的 拒 绝 服 务 。	5.0
简 述 安 全 性 的 定 义 。	安 全 性 的 定 义 如 下 ： 对 于 联 网 来 说 ， 安 全 性 通 常 是 一 组 适 当 的 接 入 控 制 ， 确 定 服 务 器 是 否 可 以 允 许 客 户 的 服 务 。	定 义 如 下 ： 对 于 联 网 来 说 ， 安 全 性 通 常 是 一 组 适 当 的 接 入 控 制 ， 确 定 服 务 器 是 否 可 以 允 许 客 户 的 服 务 。	10.0
